2024-03-14 10:04:13 fsfdf,Test y-Axis-A2,Test y-Axis-A2,Test y-Axis-A2-Result,Test y-Axis-C1,Test y-Axis-C1,Test y-Axis-C1-Result,Test y-Axis-C3,Test y-Axis-C3,Test y-Axis-C3-Result,,,Test X-Axis-A2,Test X-Axis-A2,Test X-Axis-A2-Result,Test X-Axis-C1,Test X-Axis-C1,Test X-Axis-C1-Result,Test X-Axis-C3,Test X-Axis-C3,Test X-Axis-C3-Result,,,,Test Z-Axis-A2,Test Z-Axis-A2,Test Z-Axis-A2,Test Z-Axis-A2,,,Test Z-Axis-A2-Result,Test Z-Axis-D1,Test Z-Axis-D1,Test Z-Axis-D1,Test Z-Axis-D1,,,Test Z-Axis-D1-Result,Test Z-Axis-D3,Test Z-Axis-D3,Test Z-Axis-D3,Test Z-Axis-D3,,,Test Z-Axis-D3-Result,Test Z-Axis-C2,Test Z-Axis-C2,Test Z-Axis-C2,Test Z-Axis-C2,,,Test Z-Axis-C2-Result,
2024-03-14 10:04:13 fsfdf,29.945,29.8505,0.09450000000000003,29.906875,29.822999999999997,0.08387500000000259,29.88875,29.911875000000002,0.023125000000000284,,,29.754875,29.6175,0.1373749999999987,29.732375,29.6425,0.08987500000000281,29.731125,29.599375000000002,0.1317499999999967,,,,30.1405,30.071624999999997,30.056875,29.983125,,,0.15737499999999827,30.14675,29.986625,30.171875000000004,29.989375,,,0.18525000000000347,30.07675,29.916625,30.11625,29.947499999999998,,,0.19962500000000105,30.064875,29.99975,30.018125,29.921875,,,0.14300000000000068,
2024-03-14 17:00:42 ,29.96638,29.98976,0.023379999999999512
