0,-------,---,---,---,---,---,---,---,---
4400.79,holding,2181.17,1805.44,2061.1,2009.04,2037.5,1.58E+03,1602.18,2033.66
4401.07,holding,2181.17,1805.02,2060.83,2009.05,2037.32,1.58E+03,1601.88,2032.44
4401.34,holding,2181.2,1805.02,2060.83,2008.81,2036.99,1.57E+03,1601.45,2031.22
4401.61,holding,2180.48,1.80E+03,2060.53,2008.81,2036.8,1571.71,1601.75,2029.85
4401.88,holding,2180.37,1804.26,2059.66,2008.39,2036.8,1.57E+03,1601.21,2029.07
4402.15,holding,2179.65,1803.86,2059.64,2008.16,2036.43,1569.57,1601.21,2027.9
4402.42,holding,2179.74,1803.63,2059.36,2007.51,2036.1,1.57E+03,1600.54,2027.9
4402.7,holding,2179.74,1803.37,2059.39,2007.24,2035.78,1565.8,1600.44,2026.57
4402.97,holding,2179.04,1803.37,2059.39,2007,2035.25,1564.19,1600.37,2025.51
4403.24,holding,2178.47,1802.56,2058.65,2007,2035.19,1562.15,1600.02,2024.09
4403.51,holding,2178.73,1802.67,2058.49,2006.76,2035.19,1562.15,1599.51,2023.05
4403.78,holding,2.18E+03,1802.02,2058.04,2006.17,2035.02,1560.52,1599.51,2021.84
4404.05,holding,2178.07,1801.98,2058.02,2005.98,2034.53,1.56E+03,1599.3,2021.84
4404.33,holding,2178.07,1801.98,2057.18,2005.54,2034.29,1556.98,1599.2,2020.61
4404.6,holding,2177.39,1.80E+03,2057.18,2005.48,2034.24,1555.42,1598.78,2019.39
4404.87,holding,2177.32,1801.08,2056.74,2005.48,2033.84,1553.73,1598.72,2018.42
4405.14,holding,2177.03,1800.94,2056.79,2005.45,2033.84,1553.73,1598.3,2017.16
4405.42,holding,2176.9,1800.51,2056.52,2005.01,2033.85,1.55E+03,1598.3,2016.04
4405.69,holding,2176.59,1800.02,2056.4,2004.86,2033.17,1550.21,1598.45,2016.04
4405.96,holding,2176.59,1800.02,2056.04,2004.49,2033.18,1548.3,1598.04,2014.69
4406.23,holding,2176.3,1800.15,2056.04,2004.49,2032.76,1546.63,1598,2013.61
4406.5,holding,2175.79,1.80E+03,2055.83,2004.49,2032.61,1544.81,1597.16,2012.61
4406.78,holding,2175.62,1.80E+03,2055.27,2004.31,2032.61,1544.81,1597.02,2011.12
4407.05,holding,2175.43,1799.1,2055.49,2003.83,2032.33,1543,1597.02,2010.26
4407.32,holding,2.18E+03,1799.01,2055.16,2003.41,2032.27,1541.16,1596.8,2010.26
4407.59,holding,2175.19,1799.01,2054.66,2003.43,2031.86,1539.58,1596.32,2008.77
4407.86,holding,2175.03,1798.75,2054.66,2002.84,2031.61,1537.51,1596.44,2007.78
4408.13,holding,2174.74,1798.21,2054.26,2002.84,2031.61,1.54E+03,1595.8,2006.42
4408.4,holding,2174.68,1798.05,2054.03,2002.74,2031.49,1536.03,1595.51,2005.2
4408.67,holding,2174.28,1797.59,2054.02,2002.52,2030.97,1.53E+03,1595.51,2004.02
4408.94,holding,2174.28,1797.35,2053.66,2002.22,2030.7,1532.62,1595.19,2004.02
4409.21,holding,2173.83,1797.35,2053.7,2001.94,2030.63,1530.67,1594.92,2002.85
4409.49,holding,2173.72,1797.31,2053.7,2001.94,2030.3,1.53E+03,1594.74,2001.53
4409.76,holding,2173.57,1796.7,2053.28,2001.95,2030.3,1.53E+03,1594.53,2000.73
4410.03,holding,2173.17,1796.36,2053.03,2001.42,2029.98,1527.2,1593.95,1999.37
4410.3,holding,2173.07,1796.35,2052.75,2001.24,2029.81,1.53E+03,1593.95,1999.37
4410.57,holding,2173.07,1795.93,2052.55,2001.37,2029.77,1524.12,1593.86,1998.13
4410.84,holding,2.17E+03,1795.93,2052.18,2000.99,2029.58,1522.03,1593.48,1996.99
4411.12,holding,2172.54,1795.96,2052.18,2000.99,2029.19,1520.54,1593.55,1996.12
4411.39,holding,2172.21,1795.61,2051.98,2000.5,2029.19,1518.71,1593.28,1994.64
4411.66,holding,2171.93,1795.43,2051.65,2000.5,2028.82,1518.71,1592.89,1993.63
4411.93,holding,2171.86,1794.93,2051.37,2000.1,2028.71,1517.02,1592.89,1993.63
4412.2,holding,2171.86,1794.53,2051.25,1999.8,2028.14,1515.01,1592.41,1992.42
4412.48,holding,2171.29,1794.53,2051.03,1999.43,2028.1,1513.22,1592.23,1991.4
4412.75,holding,2171.38,1.79E+03,2051.03,1999.43,2027.76,1511.88,1592.31,1990.07
4413.02,holding,2170.87,1.79E+03,2050.68,1999.12,2027.76,1510.01,1591.97,1989.25
4413.29,holding,2170.67,1793.84,2050.46,1999.36,2027.76,1.51E+03,1591.97,1987.46
4413.56,holding,2170.35,1793.8,2050.2,1998.88,2027.33,1508.32,1591.79,1987.46
4413.83,holding,2170.35,1793.71,2050,1998.64,2026.93,1.51E+03,1591.21,1986.75
4414.1,holding,2169.93,1793.71,2050,1998.32,2026.78,1.50E+03,1591.17,1985.45
4414.38,holding,2.17E+03,1793.35,2049.69,1998.32,2026.7,1.50E+03,1590.97,1984.63
4414.65,holding,2169.58,1792.96,2049.87,1998.68,2026.7,1501.39,1591.02,1983.26
4414.92,holding,2169.48,1792.61,2048.99,1997.86,2026.68,1.50E+03,1591.02,1982.31
4415.19,holding,2169.57,1792.33,2049.13,1997.97,2026.16,1499.59,1590.54,1982.31
4415.47,holding,2169.57,1792.33,2048.81,1997.53,2026,1.50E+03,1590.44,1981.32
4415.74,holding,2168.81,1792.09,2048.81,1997.74,2025.93,1.50E+03,1590.06,1979.84
4416.01,holding,2168.76,1791.99,2048.52,1997.74,2025.43,1.49E+03,1589.53,1978.72
4416.28,holding,2168.37,1791.84,2048.32,1996.99,2025.43,1493.16,1589.32,1977.56
4416.55,holding,2168.51,1791.52,2047.89,1996.82,2025.43,1493.16,1589.32,1976.36
4416.82,holding,2167.74,1791.03,2047.89,1996.61,2025,1491.36,1589.41,1976.36
4417.09,holding,2167.74,1791.03,2047.57,1996.47,2024.78,1489.5,1589.15,1975.43
4417.37,holding,2167.64,1790.81,2047.57,1996.09,2024.39,1487.71,1589.12,1974.49
4417.64,holding,2167.41,1790.48,2047.26,1996.09,2024.24,1485.99,1588.78,1972.82
4417.91,holding,2.17E+03,1790.26,2046.95,1995.83,2024.24,1485.99,1588.22,1971.91
4418.18,holding,2166.93,1790.02,2046.42,1995.65,2023.98,1484.18,1588.22,1971
4418.45,holding,2166.74,1789.47,2046.23,1995.21,2023.49,1482.56,1588.29,1971
4418.72,holding,2166.74,1789.47,2046.05,1994.85,2023.43,1481.14,1588.13,1969.71
4419,holding,2166.05,1789.39,2046.05,1994.84,2023.31,1479.28,1588.01,1968.64
4419.27,holding,2166.27,1788.98,2046.01,1994.84,2023.31,1477.62,1587.65,1967.39
4419.54,holding,2165.62,1788.77,2045.7,1994.4,2022.95,1477.62,1587.23,1966.46
4419.81,holding,2165.7,1788.56,2045.24,1994.32,2022.79,1476.25,1587.23,1965.34
4420.08,holding,2165.7,1788.6,2045.19,1993.81,2022.47,1474.55,1587.52,1965.34
4420.35,holding,2165.36,1788.6,2044.79,1993.67,2022.42,1472.96,1587.19,1964.18
4420.62,holding,2165.07,1788.05,2044.79,1993.77,2022.28,1471.32,1586.71,1963.19
4420.89,holding,2164.96,1787.78,2044.54,1993.77,2022.28,1469.71,1586.66,1962.13
4421.17,holding,2164.66,1787.62,2044.33,1993.62,2021.91,1.47E+03,1586.47,1961.17
4421.44,holding,2.16E+03,1787.37,2043.86,1993.01,2021.89,1.47E+03,1586.47,1961.17
4421.71,holding,2164.38,1786.94,2044.19,1992.85,2021.41,1.47E+03,1586.69,1959.8
4421.98,holding,2164.2,1786.94,2043.67,1992.82,2021.34,1464.95,1586.34,1958.93
4422.25,holding,2164.08,1786.66,2043.67,1992.82,2021.2,1463.49,1586.51,1957.79
4422.52,holding,2164,1786.56,2043.6,1992.64,2021.2,1461.84,1586.72,1957.38
4422.79,holding,2163.48,1786.38,2043.35,1992.42,2021.17,1461.84,1586.71,1956.38
4423.06,holding,2163.46,1.79E+03,2043.36,1992.58,2020.85,1.46E+03,1586.71,1956.38
4423.34,holding,2163.46,1785.68,2043.32,1992.4,2021.12,1459.08,1586.79,1955.17
4423.61,holding,2163.55,1785.68,2043.32,1992.17,2020.91,1.46E+03,1586.71,1954.24
4423.88,holding,2163.05,1785.79,2043.01,1992.17,2020.72,1455.97,1586.76,1953.33
4424.15,holding,2162.83,1785.39,2042.81,1992.14,2020.72,1454.49,1586.8,1952.22
4424.42,holding,2162.81,1785.47,2042.49,1992.09,2020.78,1454.49,1586.8,1951.25
4424.69,holding,2162.97,1785.48,2042.8,1991.72,2020.66,1453.13,1586.76,1951.25
4424.96,holding,2.16E+03,1785.05,2042.78,1991.86,2020.62,1.45E+03,1586.92,1950.68
4425.23,holding,2162.57,1785.05,2042.78,1992.07,2020.71,1.45E+03,1587.13,1950.07
4425.52,holding,2162.81,1784.83,2042.71,1992.07,2020.57,1.45E+03,1586.92,1948.86
4425.79,holding,2162.62,1784.93,2042.53,1991.95,2020.57,1.45E+03,1586.97,1948.2
4426.06,holding,2162.22,1785.16,2042.59,1992,2020.81,1.45E+03,1586.97,1947.06
4426.33,holding,2162.28,1784.59,2042.23,1991.67,2020.54,1.45E+03,1586.95,1947.06
4426.6,holding,2162.28,1784.46,2041.91,1991.39,2020.18,1.44E+03,1586.85,1946.26
4426.88,holding,2162.18,1784.46,2041.91,1991.48,2020.5,1442.87,1586.9,1945.55
4427.15,holding,2162.24,1784.16,2041.9,1991.48,2020.17,1441.2,1586.87,1944.37
4427.42,holding,2161.83,1784.07,2041.65,1991.31,2020.17,1439.75,1586.71,1943.3
4427.69,holding,2161.47,1783.7,2041.4,1991.37,2020.08,1439.75,1586.71,1941.79
4427.96,holding,2161.43,1783.63,2041.58,1990.83,2019.51,1.44E+03,1586.69,1941.79
4428.23,holding,2161.43,1783.63,2041.23,1990.68,2019.81,1.44E+03,1586.31,1940.85
4428.5,holding,2.16E+03,1783.81,2041.23,1990.64,2019.63,1.44E+03,1586.07,1939.78
4428.77,holding,2161.04,1783.3,2040.91,1990.64,2019.24,1433.21,1586.18,1938.63
4429.04,holding,2160.78,1782.78,2040.83,1990.44,2019.24,1.43E+03,1585.8,1937.78
4429.31,holding,2160.57,1782.73,2040.9,1990.18,2018.99,1432.02,1585.8,1936.83
4429.59,holding,2160.3,1782.63,2040.33,1989.98,2018.87,1430.41,1585.33,1936.83
4429.86,holding,2160.3,1782.63,2040.14,1989.91,2018.54,1428.88,1585.54,1935.91
4430.13,holding,2160.59,1782.12,2040.14,1989.64,2018.19,1427.16,1585.04,1934.26
4430.4,holding,2159.98,1782.3,2040.17,1989.64,2018.19,1.43E+03,1585.09,1933.65
4430.67,holding,2159.72,1781.95,2039.63,1989.56,2018.63,1.43E+03,1584.87,1932.34
4430.94,holding,2159.48,1781.77,2039.42,1989.05,2018.11,1.42E+03,1584.87,1931.18
4431.21,holding,2159.48,1781.33,2039.2,1989.02,2017.69,1422.49,1584.72,1931.18
4431.48,holding,2159.08,1781.33,2039.17,1988.47,2017.38,1420.49,1584.51,1930.25
4431.75,holding,2158.97,1781.33,2039.17,1988.31,2017.02,1418.85,1583.97,1929.07
4432.02,holding,2.16E+03,1780.93,2038.71,1988.31,2017.02,1417.5,1583.84,1927.73
4432.3,holding,2158.26,1780.58,2038.21,1988.07,2016.95,1417.5,1583.52,1927.01
4432.57,holding,2157.75,1780.43,2038.17,1987.92,2016.61,1.42E+03,1583.52,1926.02
4432.84,holding,2157.75,1780.16,2037.86,1987.67,2016.56,1.41E+03,1583.4,1926.02
4433.11,holding,2157.8,1780.16,2038.14,1987.6,2016.46,1.41E+03,1583.66,1924.98
4433.38,holding,2157.7,1779.74,2038.14,1987.6,2016.59,1411.42,1583.66,1924.44
4433.65,holding,2157.87,1779.27,2037.65,1987.55,2016.59,1409.86,1583.6,1923.3
4433.92,holding,2157.44,1779.27,2037.62,1987.9,2016.58,1.41E+03,1583.61,1922.37
4434.2,holding,2157.38,1779.26,2037.65,1987.52,2016.66,1408.84,1583.61,1922.37
4434.47,holding,2157.38,1778.98,2037.44,1987.32,2016.37,1407.09,1583.48,1921.46
4434.74,holding,2157.18,1778.98,2037.38,1987.19,2016.55,1.41E+03,1583.43,1920.55
4435.01,holding,2157.23,1778.95,2037.38,1987.19,2016.24,1.40E+03,1583.39,1919.38
4435.28,holding,2156.76,1778.46,2037.43,1987.08,2016.24,1402.92,1583.19,1918.24
4435.55,holding,2.16E+03,1778.27,2036.92,1986.92,2015.92,1402.92,1582.76,1917.22
4435.82,holding,2156.35,1778.15,2036.93,1986.89,2015.85,1401.49,1582.76,1917.22
4436.1,holding,2156.35,1778.07,2036.67,1986.67,2015.58,1399.9,1582.68,1916.33
4436.37,holding,2156.23,1778.07,2036.67,1986.14,2015.39,1398.33,1582.59,1915.46
4436.64,holding,2156.2,1777.74,2036.41,1986.14,2015.15,1396.33,1582.29,1913.83
4440.34,dispensed,2478.66,2036.81,2355.19,2307.98,2336.48,1695.25,1838.58,2225.33
4440.61,dispensed,2478.66,2036.28,2354.53,2307.53,2335.96,1.69E+03,1838.51,2224.29
4440.88,dispensed,2478.19,2036.28,2354.53,2306.98,2335.68,1690.8,1838.05,2222.75
4441.15,dispensed,2477.86,2035.92,2354.2,2306.98,2335.39,1688.91,1837.39,2221.5
4441.42,dispensed,2477.35,2035.56,2353.81,2306.89,2335.39,1686.78,1837.09,2220
4441.7,dispensed,2477.51,2035.37,2353.39,2306.28,2334.95,1686.78,1837.09,2218.45
4441.97,dispensed,2476.76,2035.02,2352.91,2306.15,2334.81,1685.03,1836.79,2218.45
4442.24,dispensed,2476.76,2034.29,2352.88,2305.61,2334.27,1683.11,1836.2,2217.47
4442.51,dispensed,2.48E+03,2034.29,2352.88,2305.35,2333.96,1.68E+03,1835.94,2215.91
4442.78,dispensed,2475.99,2034.41,2352.35,2305.35,2333.25,1.68E+03,1835.47,2214.67
4449.39,post,-3.6,-2.04,-1.09,-3.29,-0.98,-4.52E+00,-2.33,-1.69
4449.66,post,-3.6,-1.87,-1.06,-3.34,-1.07,-4.11,-2.42,-1.83
4449.93,post,-3.69,-1.87,-1.33,-3.28,-1.09,-4.26E+00,-2.06,-1.71
4450.2,post,-3.91,-2.32,-1.33,-3.28,-1.1,-4.44,-2.51,-1.77
4450.47,post,-3.75,-2.28,-1.23,-3.44,-1.1,-4.28,-2.25,-1.75
4450.74,post,-3.51,-2.26,-1.29,-3.14,-1.01,-4.28E+00,-2.42,-1.77
4451.01,post,-3.72,-2.3,-0.95,-3.18,-1.02,-4.38,-2.42,-1.77
4451.28,post,-3.72,-2.19,-1.43,-3.04,-1.1,-4.58,-2.28,-1.93
4451.55,post,-3.5,-2.19,-1.43,-3.19,-1.34,-4.46E+00,-2.4,-1.77
4451.81,post,-3.68,-2.45E+00,-1.32,-3.19,-1.12,-4.26,-2.16,-1.95
